VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
PRD-SQL-169,poweredOn,False,False,green,prd-sql-169.corp.example,connected,running,green,False,2026/08/02 07:39:00,,,,2021/05/20 06:13:00,,4,0,16384,5761,1,1,102400,,,normal,,True,,10.10.100.67,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,119084,69043,69043,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-05] PRD-SQL-169/PRD-SQL-169.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1168,,421b2ede8fc85fc083d5bceb5edbb8ee,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-170,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2024/10/26 22:31:00,,1,,8192,0,1,1,61440,,,normal,,True,TRUE,,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,69932,61440,61440,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,10,none,never,,[prod-vmfs-01] PRD-RDS-170/PRD-RDS-170.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),,,,vm-1169,,423f8ea46b0ae0e39d896047dd39d793,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-171,suspended,False,False,green,,connected,notRunning,gray,False,,,,,2025/08/08 20:58:00,,2,,16384,0,1,1,40960,,,normal,,True,TRUE,,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,57644,11027,11027,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,19,none,never,,[prod-vmfs-04] PRD-CTX-171/PRD-CTX-171.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2016 or later (64-bit),,,,vm-1170,,424efc82e10b1a477faeb7487781321e,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-172,poweredOn,False,False,green,prd-rds-172.corp.example,connected,running,green,False,2026/08/26 08:58:00,,,,2021/05/02 23:56:00,,4,7,2048,530,1,1,61440,,,normal,,True,TRUE,10.10.110.49,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,63788,27164,27164,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[esx-prod02-local] PRD-RDS-172/PRD-RDS-172.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1171,,42d7c4fee1e0fffc98f6fd7f7eb162f1,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-173,poweredOn,False,False,green,prd-app-173.corp.example,connected,running,green,False,2026/07/24 22:49:00,,,,2024/06/05 21:55:00,,4,0,8192,2247,1,1,40960,,,normal,,True,TRUE,10.10.120.91,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,49452,27001,27001,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[prod-vmfs-05] PRD-APP-173/PRD-APP-173.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1172,,420d18ab668c84770b95017c5dae1201,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-174,poweredOn,False,False,green,prd-web-174.corp.example,connected,running,green,False,2026/08/05 09:41:00,,,,2025/07/11 21:07:00,,4,0,24576,5160,1,2,808960,,,normal,,True,TRUE,10.10.100.68,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,833836,417078,417078,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-03] PRD-WEB-174/PRD-WEB-174.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1173,,429c6d52ae2e9af99f8cc29ffd350c5f,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-175,poweredOn,False,False,green,prd-sql-175.corp.example,connected,running,green,False,2026/06/09 20:32:00,,,,2018/08/11 22:39:00,,2,0,8192,1267,2,4,2928640,,,normal,,True,TRUE,10.10.110.50,PG-DB-110,PG-Web-120,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2937132,2257435,2257435,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,21,none,never,,[prod-vmfs-04] PRD-SQL-175/PRD-SQL-175.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,,,vm-1174,,420b99000a4e255280051b1066c14dca,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-176,poweredOn,False,False,green,prd-rds-176.corp.example,connected,running,green,False,2026/06/25 01:56:00,,,,2019/09/12 09:37:00,,8,1,49152,12057,2,3,880640,,,normal,,True,TRUE,10.10.120.93,PG-Web-120,PG-App-100,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,930092,631255,631255,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-01] PRD-RDS-176/PRD-RDS-176.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1175,,422999bb518b2f219cf20859ee6e2e72,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-177,poweredOn,False,False,green,prd-web-177.corp.example,connected,running,green,False,2026/06/11 16:54:00,,,,2022/11/24 12:23:00,,8,2,49152,16754,2,3,829440,,,normal,,True,,10.10.110.51,PG-DB-110,PG-DB-110,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,878892,387418,387418,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,21,none,never,,[prod-vmfs-01] PRD-WEB-177/PRD-WEB-177.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1176,,42d0d4ea79928faa4cbf131d901bcdef,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-178,poweredOn,False,False,green,prd-fs-178.corp.example,connected,running,green,False,2026/06/14 10:53:00,,,,2017/11/27 14:54:00,,16,1,131072,49674,1,2,2150400,,,normal,,True,TRUE,10.10.120.94,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2281772,1089958,1089958,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,14,none,never,,[prod-vmfs-02] PRD-FS-178/PRD-FS-178.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1177,,42a7d4cff791f1e543f9cd6b797ebe87,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-179,poweredOn,False,False,green,prd-web-179.corp.example,connected,running,green,False,2026/08/25 23:03:00,,,,2017/05/25 12:15:00,,4,2,4096,386,1,1,81920,,,normal,,True,TRUE,10.10.100.70,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,86316,86016,86016,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-05] PRD-WEB-179/PRD-WEB-179.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1178,,42d756bac64c96479ea7017cb89f7039,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-180,poweredOn,False,False,green,prd-app-180.corp.example,connected,running,green,False,2026/08/24 19:20:00,,,,2022/01/04 16:41:00,,2,0,8192,2781,1,2,266240,,,normal,,True,TRUE,10.10.110.53,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,274732,229028,229028,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,14,none,never,,[prod-vmfs-02] PRD-APP-180/PRD-APP-180.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,,,vm-1179,,4269b7c026c432f66b352f85504e2687,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-181,poweredOn,False,False,green,prd-ctx-181.corp.example,connected,running,green,False,2026/08/21 20:31:00,,,,2021/03/31 17:06:00,,16,2,4096,1529,1,1,61440,,,normal,,True,TRUE,10.10.110.54,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,65836,23311,23311,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,9,none,never,,[prod-vmfs-05] PRD-CTX-181/PRD-CTX-181.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,CentOS 7 (64-bit),CentOS Linux 7 (Core),,,vm-1180,,425336728f9646853514589084c86c46,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-182,poweredOn,False,False,green,prd-sql-182.corp.example,connected,running,green,False,2026/08/17 12:25:00,,,,2017/08/07 11:14:00,,8,0,16384,1885,1,2,245760,,,normal,,True,TRUE,10.10.100.71,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,262444,237261,237261,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,14,none,never,,[prod-vmfs-02] PRD-SQL-182/PRD-SQL-182.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1181,,42b88e83de1e994ac5a11f5cad05b912,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-183,poweredOn,False,False,green,prd-ctx-183.corp.example,connected,running,green,False,2026/06/18 23:55:00,,,,2023/05/16 11:17:00,,2,7,8192,1347,1,3,604160,,,normal,,True,TRUE,10.10.100.72,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,612652,576041,576041,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-01] PRD-CTX-183/PRD-CTX-183.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1182,,42fb7569f910abb3f10532523990e2c9,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-184,poweredOn,False,False,green,prd-rds-184.corp.example,connected,running,green,False,2026/08/22 08:14:00,,,,2022/03/09 21:41:00,,8,0,16384,1079,2,2,870400,,,normal,,True,TRUE,10.10.120.95,PG-Web-120,PG-Web-120,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,887084,257210,257210,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-05] PRD-RDS-184/PRD-RDS-184.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1183,,426133a38b0e8eb1ad371d9e92cf6021,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-185,poweredOn,False,False,green,prd-app-185.corp.example,connected,running,green,False,2026/07/11 00:56:00,,,,2024/05/06 16:13:00,,16,1,8192,521,1,3,2344960,,,normal,,True,TRUE,10.10.120.97,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2353452,1238812,1238812,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,19,none,never,,[prod-vmfs-05] PRD-APP-185/PRD-APP-185.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1184,,42bf519341a64feda7edc8d8713f8f8c,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-186,poweredOn,False,False,green,prd-svc-186.corp.example,connected,running,green,False,2026/08/24 21:07:00,,,,2024/01/30 13:16:00,,2,1,32768,8747,1,1,102400,,,normal,,True,,10.10.110.55,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,135468,85690,85690,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-03] PRD-SVC-186/PRD-SVC-186.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1185,,42ab7a3d0cfef6833e11bafe3d4196fe,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-187,poweredOn,False,False,green,prd-app-187.corp.example,connected,running,green,False,2026/06/02 23:44:00,,,,2024/11/03 19:49:00,,16,0,32768,9277,1,2,296960,,,normal,,True,TRUE,10.10.110.56,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,330028,121324,121324,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[prod-vmfs-03] PRD-APP-187/PRD-APP-187.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1186,,42f6eab30153922123310a28c550eca8,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-188,poweredOn,False,False,green,prd-rds-188.corp.example,connected,running,green,False,2026/06/12 21:32:00,,,,2024/01/03 15:43:00,,4,0,8192,1313,1,3,3112960,,,normal,,True,TRUE,10.10.110.57,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,3121452,1699791,1699791,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[prod-vmfs-01] PRD-RDS-188/PRD-RDS-188.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1187,,4216e6e5c4cb294fe86e8e630f25477d,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-189,suspended,False,False,green,,connected,notRunning,gray,False,,,,,2023/05/15 08:30:00,,2,,2048,0,1,2,92160,,,normal,,True,,,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,94508,29756,29756,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-02] PRD-APP-189/PRD-APP-189.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 or later (64-bit),,,,vm-1188,,422fb21e7ed17aabc9b7c9bc65a16fa9,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-190,poweredOn,False,False,green,prd-web-190.corp.example,connected,running,green,False,2026/08/07 05:01:00,,,,2025/02/08 17:01:00,,4,2,8192,1988,1,3,296960,,,normal,,True,TRUE,10.10.110.58,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,305452,281661,281661,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-02] PRD-WEB-190/PRD-WEB-190.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1189,,427e710b8639bd418b15bd94a42d0cd7,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-191,poweredOn,False,False,green,prd-web-191.corp.example,connected,running,green,False,2026/08/03 20:28:00,,,,2022/10/31 23:54:00,,4,2,4096,1081,1,2,2109440,,,normal,,True,TRUE,10.10.120.98,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2113836,2075847,2075847,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,21,none,never,,[prod-vmfs-01] PRD-WEB-191/PRD-WEB-191.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),,,vm-1190,,422faabeb7f60cdf41dc1c60a5f60735,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-192,poweredOn,False,False,green,prd-web-192.corp.example,connected,notRunning,gray,False,2026/07/13 07:28:00,,,,2024/07/17 05:00:00,,12,0,32768,6312,1,2,245760,,,normal,,True,TRUE,10.10.120.99,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,278828,162440,162440,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[prod-vmfs-01] PRD-WEB-192/PRD-WEB-192.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1191,,42669d011634725b53f3007383e96ef4,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-193,poweredOn,False,False,green,prd-sql-193.corp.example,connected,running,green,False,2026/08/03 12:18:00,,,,2020/03/10 09:14:00,,4,2,8192,2841,1,3,901120,,,normal,,True,TRUE,10.10.120.100,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,909612,426688,426688,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[prod-vmfs-05] PRD-SQL-193/PRD-SQL-193.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1192,,424d4c52546252e7f43ba0524459bd6e,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-194,poweredOn,False,False,green,prd-sql-194.corp.example,connected,running,green,False,2026/08/23 13:19:00,,,,2018/09/21 23:46:00,,12,7,8192,3124,1,2,1085440,,,normal,,True,TRUE,10.10.100.73,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1093932,1059519,1059519,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-03] PRD-SQL-194/PRD-SQL-194.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1193,,4280a52eafa2855967c9620428e333b6,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-195,poweredOn,False,False,green,prd-app-195.corp.example,connected,running,green,False,2026/07/31 09:21:00,,,,2018/03/24 14:07:00,,4,0,8192,663,1,2,552960,,,normal,,True,TRUE,10.10.120.101,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,561452,200715,200715,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-03] PRD-APP-195/PRD-APP-195.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,,,vm-1194,,427a6a2122319050f51594943818cfd3,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-196,poweredOn,False,False,green,prd-fs-196.corp.example,connected,running,green,False,2026/07/12 08:16:00,,,,2019/12/07 06:57:00,,4,0,24576,4833,2,1,102400,,,normal,,True,TRUE,10.10.100.74,PG-App-100,PG-App-100,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,127276,94832,94832,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,14,none,never,,[prod-vmfs-03] PRD-FS-196/PRD-FS-196.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1195,,423f59e4c3093b6e37e9d2e2d35ac07a,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-197,poweredOn,False,False,green,prd-rds-197.corp.example,connected,running,green,False,2026/07/18 04:16:00,,,,2020/08/05 05:20:00,,2,7,32768,10262,1,2,307200,,,normal,,True,TRUE,10.10.120.102,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,340268,191875,191875,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-01] PRD-RDS-197/PRD-RDS-197.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,,,vm-1196,,42816799e723ada38c32bdb2d42a895e,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,green,prd-sql-198.corp.example,connected,running,green,False,2026/08/03 16:07:00,,,,2025/12/27 19:22:00,,12,0,16384,3974,1,4,2385920,,,normal,,True,,10.10.100.76,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2402604,1708750,1708750,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,19,none,never,,[prod-vmfs-05] PRD-SQL-198/PRD-SQL-198.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1197,,4282a7f5e61d9cde1747f3877d23d479,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-199,poweredOn,False,False,green,prd-svc-199.corp.example,connected,running,green,False,2026/06/27 05:20:00,,,,2017/06/16 08:43:00,,1,7,24576,7714,1,1,81920,,,normal,,True,TRUE,10.10.120.103,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,106796,56973,56973,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-03] PRD-SVC-199/PRD-SVC-199.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1198,,420592bfb928e23f4ee4334ece920136,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
