VM,Powerstate,Template,SRM Placeholder,Disk,Disk Key,Disk UUID,Disk Path,Capacity MiB,Raw,Disk Mode,Sharing mode,Thin,Eagerly Scrub,Split,Write Through,Level,Shares,Reservation,Limit,Controller,Label,SCSI Unit #,Unit #,Shared Bus,Path,Raw LUN ID,Raw Comp. Mode,Internal Sort Column,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
PRD-WEB-190,poweredOn,False,False,Hard disk 1,2000,6000C29a3b089388e9d834b6072e4e7a,[prod-vmfs-02] PRD-WEB-190/PRD-WEB-190.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-WEB-190/PRD-WEB-190.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1189,427e710b8639bd418b15bd94a42d0cd7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-190,poweredOn,False,False,Hard disk 2,2001,6000C29f027d30940c5332b310d5d5b8,[prod-vmfs-02] PRD-WEB-190/PRD-WEB-190_1.vmdk,204800,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-02] PRD-WEB-190/PRD-WEB-190_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1189,427e710b8639bd418b15bd94a42d0cd7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-190,poweredOn,False,False,Hard disk 3,2002,6000C2939f3e0f38ad73286bf517aed0,[prod-vmfs-02] PRD-WEB-190/PRD-WEB-190_2.vmdk,51200,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 3,0:2,2,noSharing,[prod-vmfs-02] PRD-WEB-190/PRD-WEB-190_2.vmdk,,,2,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1189,427e710b8639bd418b15bd94a42d0cd7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-191,poweredOn,False,False,Hard disk 1,2000,6000C29f38ac7355f495dd711802f730,[prod-vmfs-01] PRD-WEB-191/PRD-WEB-191.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-WEB-191/PRD-WEB-191.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1190,422faabeb7f60cdf41dc1c60a5f60735,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-191,poweredOn,False,False,Hard disk 2,2001,6000C29e9dd976469d892032e16874df,[prod-vmfs-01] PRD-WEB-191/PRD-WEB-191_1.vmdk,2048000,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-01] PRD-WEB-191/PRD-WEB-191_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1190,422faabeb7f60cdf41dc1c60a5f60735,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-192,poweredOn,False,False,Hard disk 1,2000,6000C2908c28d4a4d301e76fe8a94b68,[prod-vmfs-01] PRD-WEB-192/PRD-WEB-192.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-WEB-192/PRD-WEB-192.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1191,42669d011634725b53f3007383e96ef4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-192,poweredOn,False,False,Hard disk 2,2001,6000C2977071878cb795c127630915e1,[prod-vmfs-01] PRD-WEB-192/PRD-WEB-192_1.vmdk,204800,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-01] PRD-WEB-192/PRD-WEB-192_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1191,42669d011634725b53f3007383e96ef4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-193,poweredOn,False,False,Hard disk 1,2000,6000C29dc23e471a60818fb2755eb364,[prod-vmfs-05] PRD-SQL-193/PRD-SQL-193.vmdk,81920,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-05] PRD-SQL-193/PRD-SQL-193.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1192,424d4c52546252e7f43ba0524459bd6e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-193,poweredOn,False,False,Hard disk 2,2001,6000C293020f8fa553fdd1f7558c7208,[prod-vmfs-05] PRD-SQL-193/PRD-SQL-193_1.vmdk,768000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-05] PRD-SQL-193/PRD-SQL-193_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1192,424d4c52546252e7f43ba0524459bd6e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-193,poweredOn,False,False,Hard disk 3,2002,6000C29102d4729dd414cafe5912853e,[prod-vmfs-05] PRD-SQL-193/PRD-SQL-193_2.vmdk,51200,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 3,0:2,2,noSharing,[prod-vmfs-05] PRD-SQL-193/PRD-SQL-193_2.vmdk,,,2,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1192,424d4c52546252e7f43ba0524459bd6e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-194,poweredOn,False,False,Hard disk 1,2000,6000C29011dabe5e18623b8cdb23915e,[prod-vmfs-03] PRD-SQL-194/PRD-SQL-194.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-03] PRD-SQL-194/PRD-SQL-194.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1193,4280a52eafa2855967c9620428e333b6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-194,poweredOn,False,False,Hard disk 2,2001,6000C29a0a328c889241e029082dc372,[prod-vmfs-03] PRD-SQL-194/PRD-SQL-194_1.vmdk,1024000,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-03] PRD-SQL-194/PRD-SQL-194_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1193,4280a52eafa2855967c9620428e333b6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-195,poweredOn,False,False,Hard disk 1,2000,6000C29eec6c6fccf9abb350f52b0682,[prod-vmfs-03] PRD-APP-195/PRD-APP-195.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-03] PRD-APP-195/PRD-APP-195.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1194,427a6a2122319050f51594943818cfd3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-195,poweredOn,False,False,Hard disk 2,2001,6000C299fefb5480e05f8184c115ae8e,[prod-vmfs-03] PRD-APP-195/PRD-APP-195_1.vmdk,512000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-03] PRD-APP-195/PRD-APP-195_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1194,427a6a2122319050f51594943818cfd3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-196,poweredOn,False,False,Hard disk 1,2000,6000C2912fc0fe9c854a05f95a8d9931,[prod-vmfs-03] PRD-FS-196/PRD-FS-196.vmdk,102400,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-03] PRD-FS-196/PRD-FS-196.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1195,423f59e4c3093b6e37e9d2e2d35ac07a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-197,poweredOn,False,False,Hard disk 1,2000,6000C2951149544e2bc133fba9065b41,[prod-vmfs-01] PRD-RDS-197/PRD-RDS-197.vmdk,102400,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,BusLogic,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-RDS-197/PRD-RDS-197.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1196,42816799e723ada38c32bdb2d42a895e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-197,poweredOn,False,False,Hard disk 2,2001,6000C2981fdec4f3c92215cd86413c79,[prod-vmfs-01] PRD-RDS-197/PRD-RDS-197_1.vmdk,204800,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,BusLogic,Hard disk 2,0:1,1,noSharing,[prod-vmfs-01] PRD-RDS-197/PRD-RDS-197_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1196,42816799e723ada38c32bdb2d42a895e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,Hard disk 1,2000,6000C296181d40f9b0d3ce6fb437e204,[prod-vmfs-05] PRD-SQL-198/PRD-SQL-198.vmdk,81920,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-05] PRD-SQL-198/PRD-SQL-198.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1197,4282a7f5e61d9cde1747f3877d23d479,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,Hard disk 2,2001,6000C29c0ce356eab575dd690b6189c4,[prod-vmfs-05] PRD-SQL-198/PRD-SQL-198_1.vmdk,1024000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-05] PRD-SQL-198/PRD-SQL-198_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1197,4282a7f5e61d9cde1747f3877d23d479,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,Hard disk 3,2002,6000C2973c8054cdeacb832956f4927f,[prod-vmfs-02] PRD-SQL-198/PRD-SQL-198_2.vmdk,768000,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 3,0:2,2,noSharing,[prod-vmfs-02] PRD-SQL-198/PRD-SQL-198_2.vmdk,,,2,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1197,4282a7f5e61d9cde1747f3877d23d479,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,Hard disk 4,2003,6000C29d9a977a80b309887dceec79d5,[prod-vmfs-05] PRD-SQL-198/PRD-SQL-198_3.vmdk,512000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 4,0:3,3,noSharing,[prod-vmfs-05] PRD-SQL-198/PRD-SQL-198_3.vmdk,,,3,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1197,4282a7f5e61d9cde1747f3877d23d479,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-199,poweredOn,False,False,Hard disk 1,2000,6000C2923a880cecfab8cd39d6b3e81a,[prod-vmfs-03] PRD-SVC-199/PRD-SVC-199.vmdk,81920,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-03] PRD-SVC-199/PRD-SVC-199.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1198,420592bfb928e23f4ee4334ece920136,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-200,poweredOn,False,False,Hard disk 1,2000,6000C29b2064774fac5200b5029cfbda,[prod-vmfs-01] PRD-WEB-200/PRD-WEB-200.vmdk,81920,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-WEB-200/PRD-WEB-200.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1199,42ef40d10f6ce9bffe7ee3628a89b0f0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-201,poweredOff,False,False,Hard disk 1,2000,6000C29b208fa98cee2c92b2d9b97b79,[prod-vmfs-04] PRD-FS-201/PRD-FS-201.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic,Hard disk 1,0:0,0,noSharing,[prod-vmfs-04] PRD-FS-201/PRD-FS-201.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),,vm-1200,4261ea2fe42e707afe2bd9875fdcabbf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-201,poweredOff,False,False,Hard disk 2,2001,6000C293b7c52ba75f7863183e63131e,[prod-vmfs-02] PRD-FS-201/PRD-FS-201_1.vmdk,51200,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic,Hard disk 2,0:1,1,noSharing,[prod-vmfs-02] PRD-FS-201/PRD-FS-201_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),,vm-1200,4261ea2fe42e707afe2bd9875fdcabbf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-202,poweredOn,False,False,Hard disk 1,2000,6000C2965b19920775a8457d74f894e2,[prod-vmfs-04] PRD-SVC-202/PRD-SVC-202.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-04] PRD-SVC-202/PRD-SVC-202.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1201,422099d187623997649f7d888989c5ab,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-202,poweredOn,False,False,Hard disk 2,2001,6000C293898a77529c7164a818906db4,[prod-vmfs-02] PRD-SVC-202/PRD-SVC-202_1.vmdk,512000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-02] PRD-SVC-202/PRD-SVC-202_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1201,422099d187623997649f7d888989c5ab,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-203,poweredOn,False,False,Hard disk 1,2000,6000C29d8a8ce2d7bdeb7527f721e45e,[prod-vmfs-01] PRD-APP-203/PRD-APP-203.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-APP-203/PRD-APP-203.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1202,423f5cf23acb43a3d2c7bffb6118433b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-204,poweredOn,False,False,Hard disk 1,2000,6000C29ee083ebb5c0cdf96df43c67ba,[prod-vmfs-03] PRD-APP-204/PRD-APP-204.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-03] PRD-APP-204/PRD-APP-204.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1203,423d9c4e04015cede39836bbe23ddfaa,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-205,poweredOn,False,False,Hard disk 1,2000,6000C296914b254e39873b7fb79fa51d,[prod-vmfs-05] PRD-RDS-205/PRD-RDS-205.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-05] PRD-RDS-205/PRD-RDS-205.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1204,428a2db23bfda8a6705fddf566fadca0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,Hard disk 1,2000,6000C29af0dac80a57f119fbbd24e118,[prod-vmfs-02] PRD-SVC-206/PRD-SVC-206.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-SVC-206/PRD-SVC-206.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1205,42d18183ac2b0cfcc5c51060991121e7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,Hard disk 2,2001,6000C292ac6ae5e1443cf3a152105009,[prod-vmfs-05] PRD-SVC-206/PRD-SVC-206_1.vmdk,512000,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-05] PRD-SVC-206/PRD-SVC-206_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1205,42d18183ac2b0cfcc5c51060991121e7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,Hard disk 3,2002,6000C29a836392b7d9a3742a83c28870,[prod-vmfs-01] PRD-SVC-206/PRD-SVC-206_2.vmdk,102400,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 3,0:2,2,noSharing,[prod-vmfs-01] PRD-SVC-206/PRD-SVC-206_2.vmdk,,,2,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1205,42d18183ac2b0cfcc5c51060991121e7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,Hard disk 4,2003,6000C297bc25d3bd88a72da10a0ef615,[prod-vmfs-02] PRD-SVC-206/PRD-SVC-206_3.vmdk,51200,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 4,0:3,3,noSharing,[prod-vmfs-02] PRD-SVC-206/PRD-SVC-206_3.vmdk,,,3,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1205,42d18183ac2b0cfcc5c51060991121e7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-207,poweredOn,False,False,Hard disk 1,2000,6000C292f53f38c0f95f299a75ffb57f,[prod-vmfs-02] PRD-SVC-207/PRD-SVC-207.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-SVC-207/PRD-SVC-207.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1206,42e95d27bc36dc59e134edfc97777f10,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-208,poweredOn,False,False,Hard disk 1,2000,6000C29c77870d52dd12bbc65eaae175,[prod-vmfs-03] PRD-RDS-208/PRD-RDS-208.vmdk,81920,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-03] PRD-RDS-208/PRD-RDS-208.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows 10 (64-bit),Microsoft Windows 10 Enterprise,vm-1207,426a9440b2414482519894d886433603,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-208,poweredOn,False,False,Hard disk 2,2001,6000C29a904fa87ab098a176ea87fe7d,[prod-vmfs-02] PRD-RDS-208/PRD-RDS-208_1.vmdk,51200,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-02] PRD-RDS-208/PRD-RDS-208_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows 10 (64-bit),Microsoft Windows 10 Enterprise,vm-1207,426a9440b2414482519894d886433603,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-208,poweredOn,False,False,Hard disk 3,2002,6000C296741aa26dcbcafbdb54b0f552,[prod-vmfs-03] PRD-RDS-208/PRD-RDS-208_2.vmdk,51200,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 3,0:2,2,noSharing,[prod-vmfs-03] PRD-RDS-208/PRD-RDS-208_2.vmdk,,,2,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows 10 (64-bit),Microsoft Windows 10 Enterprise,vm-1207,426a9440b2414482519894d886433603,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-209,poweredOn,False,False,Hard disk 1,2000,6000C291ce908ee8f657a9b261deebef,[prod-vmfs-02] PRD-SVC-209/PRD-SVC-209.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-SVC-209/PRD-SVC-209.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1208,42ea2c7a7688d11fce4758be24f43c62,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-209,poweredOn,False,False,Hard disk 2,2001,6000C29120608b8d47c57d53e7ebff3f,[prod-vmfs-04] PRD-SVC-209/PRD-SVC-209_1.vmdk,204800,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-04] PRD-SVC-209/PRD-SVC-209_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1208,42ea2c7a7688d11fce4758be24f43c62,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
