VM,Powerstate,Template,SRM Placeholder,Disk Key,Disk,Capacity MiB,Consumed MiB,Free MiB,Free %,Internal Sort Column,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
PRD-RDS-176,poweredOn,False,False,2002,E:\,50700,33982,16717,33,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1175,422999bb518b2f219cf20859ee6e2e72,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-177,poweredOn,False,False,2000,C:\,60940,47820,13119,22,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1176,42d0d4ea79928faa4cbf131d901bcdef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-177,poweredOn,False,False,2001,D:\,255500,181353,74146,29,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1176,42d0d4ea79928faa4cbf131d901bcdef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-177,poweredOn,False,False,2002,E:\,511500,398008,113491,22,2,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1176,42d0d4ea79928faa4cbf131d901bcdef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-178,poweredOn,False,False,2000,C:\,101900,43268,58631,58,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1177,42a7d4cff791f1e543f9cd6b797ebe87,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-178,poweredOn,False,False,2001,D:\,2047500,1457703,589796,29,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1177,42a7d4cff791f1e543f9cd6b797ebe87,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-179,poweredOn,False,False,2000,C:\,81420,67282,14137,17,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1178,42d756bac64c96479ea7017cb89f7039,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-180,poweredOn,False,False,2000,/,60416,43487,16928,28,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1179,4269b7c026c432f66b352f85504e2687,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-180,poweredOn,False,False,2001,/boot,1014,495,518,51,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1179,4269b7c026c432f66b352f85504e2687,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-180,poweredOn,False,False,2002,/var,203776,34188,169587,83,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1179,4269b7c026c432f66b352f85504e2687,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-181,poweredOn,False,False,2000,/,60416,36695,23720,39,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1180,425336728f9646853514589084c86c46,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-181,poweredOn,False,False,2001,/boot,1014,660,353,35,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1180,425336728f9646853514589084c86c46,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-182,poweredOn,False,False,2000,C:\,40460,32847,7612,19,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1181,42b88e83de1e994ac5a11f5cad05b912,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-182,poweredOn,False,False,2001,D:\,204300,193286,11013,5,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1181,42b88e83de1e994ac5a11f5cad05b912,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-183,poweredOn,False,False,2000,C:\,40460,33863,6596,16,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1182,42fb7569f910abb3f10532523990e2c9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-183,poweredOn,False,False,2001,D:\,50700,11144,39555,78,1,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1182,42fb7569f910abb3f10532523990e2c9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-183,poweredOn,False,False,2002,E:\,511500,123025,388474,76,2,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1182,42fb7569f910abb3f10532523990e2c9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-184,poweredOn,False,False,2000,C:\,101900,37323,64576,63,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1183,426133a38b0e8eb1ad371d9e92cf6021,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-184,poweredOn,False,False,2001,D:\,767500,144047,623452,81,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1183,426133a38b0e8eb1ad371d9e92cf6021,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-185,poweredOn,False,False,2000,C:\,40460,27671,12788,32,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1184,42bf519341a64feda7edc8d8713f8f8c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-185,poweredOn,False,False,2001,D:\,2047500,623369,1424130,70,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1184,42bf519341a64feda7edc8d8713f8f8c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-185,poweredOn,False,False,2002,E:\,255500,49182,206317,81,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1184,42bf519341a64feda7edc8d8713f8f8c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-186,poweredOn,False,False,2000,C:\,101900,86953,14946,15,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1185,42ab7a3d0cfef6833e11bafe3d4196fe,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-187,poweredOn,False,False,2000,C:\,40460,32208,8251,20,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1186,42f6eab30153922123310a28c550eca8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-187,poweredOn,False,False,2001,D:\,255500,158515,96984,38,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1186,42f6eab30153922123310a28c550eca8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-188,poweredOn,False,False,2000,C:\,40460,11949,28510,70,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1187,4216e6e5c4cb294fe86e8e630f25477d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-188,poweredOn,False,False,2001,D:\,2047500,1096424,951075,46,1,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1187,4216e6e5c4cb294fe86e8e630f25477d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-188,poweredOn,False,False,2002,E:\,1023500,495622,527877,52,2,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1187,4216e6e5c4cb294fe86e8e630f25477d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-190,poweredOn,False,False,2000,C:\,40460,6742,33717,83,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1189,427e710b8639bd418b15bd94a42d0cd7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-190,poweredOn,False,False,2001,D:\,204300,88105,116194,57,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1189,427e710b8639bd418b15bd94a42d0cd7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-190,poweredOn,False,False,2002,E:\,50700,16199,34500,68,2,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1189,427e710b8639bd418b15bd94a42d0cd7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-191,poweredOn,False,False,2000,/,60416,49134,11281,19,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1190,422faabeb7f60cdf41dc1c60a5f60735,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-191,poweredOn,False,False,2001,/boot,1014,677,336,33,1,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1190,422faabeb7f60cdf41dc1c60a5f60735,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-191,poweredOn,False,False,2002,/var,2046976,1953948,93027,5,2,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1190,422faabeb7f60cdf41dc1c60a5f60735,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-192,poweredOn,False,False,2000,C:\,40460,31132,9327,23,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1191,42669d011634725b53f3007383e96ef4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-192,poweredOn,False,False,2001,D:\,204300,109460,94839,46,1,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1191,42669d011634725b53f3007383e96ef4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-193,poweredOn,False,False,2000,C:\,81420,63472,17947,22,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1192,424d4c52546252e7f43ba0524459bd6e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-193,poweredOn,False,False,2001,D:\,767500,679335,88164,11,1,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1192,424d4c52546252e7f43ba0524459bd6e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-193,poweredOn,False,False,2002,E:\,50700,28402,22297,44,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1192,424d4c52546252e7f43ba0524459bd6e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-194,poweredOn,False,False,2000,C:\,60940,55850,5089,8,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1193,4280a52eafa2855967c9620428e333b6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-194,poweredOn,False,False,2001,D:\,1023500,891196,132303,13,1,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1193,4280a52eafa2855967c9620428e333b6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-195,poweredOn,False,False,2000,/,39936,20373,19562,49,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1194,427a6a2122319050f51594943818cfd3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-195,poweredOn,False,False,2001,/boot,1014,219,794,78,1,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1194,427a6a2122319050f51594943818cfd3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-195,poweredOn,False,False,2002,/var,510976,373050,137925,27,2,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1194,427a6a2122319050f51594943818cfd3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-196,poweredOn,False,False,2000,C:\,101900,55871,46028,45,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1195,423f59e4c3093b6e37e9d2e2d35ac07a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-197,poweredOn,False,False,2000,C:\,101900,36790,65109,64,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1196,42816799e723ada38c32bdb2d42a895e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-197,poweredOn,False,False,2001,D:\,204300,155162,49137,24,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1196,42816799e723ada38c32bdb2d42a895e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,2000,C:\,81420,43343,38076,47,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1197,4282a7f5e61d9cde1747f3877d23d479,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,2001,D:\,1023500,455783,567716,55,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1197,4282a7f5e61d9cde1747f3877d23d479,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,2002,E:\,767500,596266,171233,22,2,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1197,4282a7f5e61d9cde1747f3877d23d479,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-198,poweredOn,False,False,2003,F:\,511500,441306,70193,14,3,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1197,4282a7f5e61d9cde1747f3877d23d479,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-199,poweredOn,False,False,2000,C:\,81420,27605,53814,66,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1198,420592bfb928e23f4ee4334ece920136,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-200,poweredOn,False,False,2000,C:\,81420,38136,43283,53,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1199,42ef40d10f6ce9bffe7ee3628a89b0f0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-202,poweredOn,False,False,2000,C:\,60940,18175,42764,70,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1201,422099d187623997649f7d888989c5ab,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-202,poweredOn,False,False,2001,D:\,511500,396012,115487,23,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1201,422099d187623997649f7d888989c5ab,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-203,poweredOn,False,False,2000,C:\,60940,54216,6723,11,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1202,423f5cf23acb43a3d2c7bffb6118433b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-204,poweredOn,False,False,2000,/,60416,19597,40818,68,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1203,423d9c4e04015cede39836bbe23ddfaa,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-204,poweredOn,False,False,2001,/boot,1014,643,370,37,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1203,423d9c4e04015cede39836bbe23ddfaa,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-205,poweredOn,False,False,2000,C:\,60940,44071,16868,28,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1204,428a2db23bfda8a6705fddf566fadca0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,2000,C:\,60940,54105,6834,11,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1205,42d18183ac2b0cfcc5c51060991121e7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,2001,D:\,511500,473517,37982,7,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1205,42d18183ac2b0cfcc5c51060991121e7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,2002,E:\,101900,49458,52441,51,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1205,42d18183ac2b0cfcc5c51060991121e7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-206,poweredOn,False,False,2003,F:\,50700,49783,916,2,3,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1205,42d18183ac2b0cfcc5c51060991121e7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-207,poweredOn,False,False,2000,C:\,40460,27175,13284,33,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1206,42e95d27bc36dc59e134edfc97777f10,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-208,poweredOn,False,False,2000,C:\,81420,27715,53704,66,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows 10 (64-bit),Microsoft Windows 10 Enterprise,vm-1207,426a9440b2414482519894d886433603,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-208,poweredOn,False,False,2001,D:\,50700,37347,13352,26,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows 10 (64-bit),Microsoft Windows 10 Enterprise,vm-1207,426a9440b2414482519894d886433603,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-208,poweredOn,False,False,2002,E:\,50700,37995,12704,25,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows 10 (64-bit),Microsoft Windows 10 Enterprise,vm-1207,426a9440b2414482519894d886433603,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-209,poweredOn,False,False,2000,C:\,60940,18299,42640,70,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1208,42ea2c7a7688d11fce4758be24f43c62,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-209,poweredOn,False,False,2001,D:\,204300,50133,154166,75,1,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1208,42ea2c7a7688d11fce4758be24f43c62,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-209,poweredOn,False,False,2002,E:\,204300,173722,30577,15,2,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1208,42ea2c7a7688d11fce4758be24f43c62,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-210,poweredOn,False,False,2000,C:\,101900,83246,18653,18,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1209,42d8ddbb73253aa3ec170298143df5b3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-210,poweredOn,False,False,2001,D:\,255500,138540,116959,46,1,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1209,42d8ddbb73253aa3ec170298143df5b3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-210,poweredOn,False,False,2002,E:\,101900,20799,81100,80,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1209,42d8ddbb73253aa3ec170298143df5b3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
