VM,Powerstate,Template,SRM Placeholder,VM Version,Tools,Tools Version,Required Version,Upgradeable,Upgrade Policy,Sync time,App status,Heartbeat status,Kernel Crash state,Operation Ready,State change support,Interactive Guest,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VMRef,VM ID,VM UUID,VI SDK Server,VI SDK UUID
PRD-SQL-124,poweredOn,False,False,11,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1123,vm-1123,426550f71422373f862268d16683e107,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-125,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1124,vm-1124,425970a8c6b6e4ade7ea8d5a31a3ac4d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-126,poweredOn,False,False,21,toolsOld,10346,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1125,vm-1125,42a7cf70c257cf73c29d782b2722796e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-127,poweredOff,False,False,17,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),,vm-1126,vm-1126,42fc8d5ba2a2e91fa49b1cd99082889b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-128,poweredOn,False,False,21,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1127,vm-1127,4281e0d45a18e2a30e614bcd97674900,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-129,poweredOn,False,False,19,toolsOld,11269,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1128,vm-1128,4298159d9d713084171dabf9daf481a7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-130,poweredOn,False,False,10,toolsNotInstalled,0,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1129,vm-1129,42269ed480599b9379c2d2e49ae1a991,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-131,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1130,vm-1130,42707df2fdb1429e7010ed13b526b22d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-132,poweredOn,False,False,21,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1131,vm-1131,4255ab94a5b5cdc2a181c85eca0ac6ac,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-133,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1132,vm-1132,42a9e27b952e6abb14dd5061555736f8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-134,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1133,vm-1133,42d02ce054170a17caaa5bbea4bbf962,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-135,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1134,vm-1134,42f37fd52e25b5ee4f11d8dc5cd33369,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-136,poweredOn,False,False,19,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1135,vm-1135,42e238febd17c5e8d5ca69ab8a2e6a93,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-137,poweredOn,False,False,11,toolsOld,11269,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1136,vm-1136,42cf1d7d9feefdffc566aa81b15e54f6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-138,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1137,vm-1137,4272ecf1c8a723e9bfa016c2c09cb506,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-139,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1138,vm-1138,4280be7e61c2645ac733230448223120,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-140,poweredOn,False,False,14,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1139,vm-1139,421a4352ef2ddcc48df661da5f07c1a5,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-141,poweredOn,False,False,13,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1140,vm-1140,4238d77be916da57f24823ab177a8a5f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-142,suspended,False,False,11,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),,vm-1141,vm-1141,4251955407374c86397b5f515ffa46ef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-143,poweredOn,False,False,11,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1142,vm-1142,420158249d8776a072d78bdd781799ff,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-144,poweredOn,False,False,20,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1143,vm-1143,424d183e3cd5fd7f49c10669c6b33fe6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-145,poweredOn,False,False,14,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1144,vm-1144,423defa893364f7e83efa9f3a1c7cc8a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-146,poweredOn,False,False,21,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1145,vm-1145,425c5087f982f4e08603156a15eacbcf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-147,poweredOn,False,False,21,toolsOld,11269,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1146,vm-1146,42bf502340ef39355f90bed6fb25664d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-148,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1147,vm-1147,425a30450b5995622227219f551ff086,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-149,poweredOn,False,False,20,toolsNotInstalled,0,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1148,vm-1148,420977c5752a7d25f1901b7ec6b469ef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-150,suspended,False,False,14,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Ubuntu Linux (64-bit),,vm-1149,vm-1149,42095ffa40d92bce7930ba208b040f49,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-151,poweredOn,False,False,10,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1150,vm-1150,42e506f67092947dbe4969ec6667d3bb,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-152,poweredOn,False,False,17,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1151,vm-1151,426e3c4514348f626cac028cba220065,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-153,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1152,vm-1152,426d15f1b7b8c1a59a45693d7227890e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-154,suspended,False,False,10,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,CentOS 7 (64-bit),,vm-1153,vm-1153,42ca9e4afae3114ba3b442bd46494296,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-155,poweredOn,False,False,14,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1154,vm-1154,429b89e5d942644c248d31ec07f8d4f0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-156,poweredOn,False,False,14,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1155,vm-1155,422747b99ae77eab084a67809136f1f8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-157,poweredOn,False,False,21,toolsOld,11269,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1156,vm-1156,421d0af7f5e4a4713fe68c9c4758367b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-158,poweredOn,False,False,9,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1157,vm-1157,42ea9e5cb1a8b71f491b90e99ca3fbb3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-159,suspended,False,False,9,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),,vm-1158,vm-1158,42d87414f7b217c7ae92ea71cf7dcb43,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-160,poweredOn,False,False,13,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1159,vm-1159,422c913aa3404f08b34191b8ed6522b4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-161,poweredOn,False,False,9,toolsOld,11333,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1160,vm-1160,42cdbcc677a7e8b75e70f65f9280c5aa,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-162,poweredOn,False,False,21,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1161,vm-1161,42932caed2c65ee468d0a2a8c4e7f7dd,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-163,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1162,vm-1162,42967924a3c988e48d2238e6c7bf4fbc,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-164,poweredOn,False,False,10,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1163,vm-1163,425894f739b86bb2b596ca7cef4afa88,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-165,poweredOn,False,False,19,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1164,vm-1164,4217eaec8892042f9d4b2bf94d85e9c7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-166,poweredOn,False,False,13,toolsOld,11269,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1165,vm-1165,42d342af0a8bb5b490494583ec86a890,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-167,poweredOn,False,False,19,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1166,vm-1166,42a08dd2e3954cb17f7f6c0a07c0d116,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-168,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1167,vm-1167,427bf7e16a662fce7089fc6d2877f5d9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-169,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1168,vm-1168,421b2ede8fc85fc083d5bceb5edbb8ee,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-170,poweredOff,False,False,10,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),,vm-1169,vm-1169,423f8ea46b0ae0e39d896047dd39d793,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-171,suspended,False,False,19,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),,vm-1170,vm-1170,424efc82e10b1a477faeb7487781321e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-172,poweredOn,False,False,17,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1171,vm-1171,42d7c4fee1e0fffc98f6fd7f7eb162f1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-173,poweredOn,False,False,17,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1172,vm-1172,420d18ab668c84770b95017c5dae1201,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-174,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1173,vm-1173,429c6d52ae2e9af99f8cc29ffd350c5f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-175,poweredOn,False,False,21,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1174,vm-1174,420b99000a4e255280051b1066c14dca,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-176,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1175,vm-1175,422999bb518b2f219cf20859ee6e2e72,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-177,poweredOn,False,False,21,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1176,vm-1176,42d0d4ea79928faa4cbf131d901bcdef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-178,poweredOn,False,False,14,toolsOld,11269,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1177,vm-1177,42a7d4cff791f1e543f9cd6b797ebe87,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-179,poweredOn,False,False,20,toolsOld,11269,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1178,vm-1178,42d756bac64c96479ea7017cb89f7039,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-180,poweredOn,False,False,14,toolsOld,10346,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1179,vm-1179,4269b7c026c432f66b352f85504e2687,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-181,poweredOn,False,False,9,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1180,vm-1180,425336728f9646853514589084c86c46,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-182,poweredOn,False,False,14,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1181,vm-1181,42b88e83de1e994ac5a11f5cad05b912,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-183,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1182,vm-1182,42fb7569f910abb3f10532523990e2c9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-184,poweredOn,False,False,11,toolsOld,10346,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1183,vm-1183,426133a38b0e8eb1ad371d9e92cf6021,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-185,poweredOn,False,False,19,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1184,vm-1184,42bf519341a64feda7edc8d8713f8f8c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-186,poweredOn,False,False,11,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1185,vm-1185,42ab7a3d0cfef6833e11bafe3d4196fe,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
